MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2022-05-24 18:47:39,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,1,0,0,0,,,0.72,0 days 00:00:00.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 18:48:16,1.12.0,FR1_4s_delay,3,3.87,4.0,1,Pellet,Left,1,0,1,0,27.33,,,0 days 00:00:37.000000000,1.0,,0.0,0.0,,0,FR1_4s_delay
2022-05-24 18:49:13,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,1,1,1,0,,,0.6,0 days 00:01:34.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 18:49:18,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,1,2,1,0,,,0.16,0 days 00:01:39.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 18:51:23,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,2,2,1,0,,,0.53,0 days 00:03:44.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 18:51:30,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,2,2,2,0,2.02,195.0,,0 days 00:03:51.000000000,1.0,3.2333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 18:58:13,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,2,3,2,0,,,0.17,0 days 00:10:34.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:01:33,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,3,3,2,0,,,0.14,0 days 00:13:54.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:01:37,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,3,3,3,0,0.06,607.0,,0 days 00:13:58.000000000,1.0,10.116666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:01:41,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,4,3,3,0,,,0.62,0 days 00:14:02.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:01:46,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,4,3,4,0,0.06,9.0,,0 days 00:14:07.000000000,1.0,0.15,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:02:23,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,5,3,4,0,,,0.53,0 days 00:14:44.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:02:28,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,5,3,5,0,0.24,42.0,,0 days 00:14:49.000000000,1.0,0.7,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:03:55,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,5,4,5,0,,,0.17,0 days 00:16:16.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:06:12,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,6,4,5,0,,,0.09,0 days 00:18:33.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:06:16,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,6,4,6,0,0.06,228.0,,0 days 00:18:37.000000000,1.0,3.8,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:09:32,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,7,4,6,0,,,0.04,0 days 00:21:53.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:09:48,1.12.0,FR1_4s_delay,3,3.87,6.0,1,Pellet,Left,7,4,7,0,0.18,212.0,,0 days 00:22:09.000000000,1.0,3.533333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:15:22,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,7,5,7,0,,,0.71,0 days 00:27:43.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:19:11,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,7,6,7,0,,,0.03,0 days 00:31:32.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:46:32,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,8,6,7,0,,,0.03,0 days 00:58:53.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:46:40,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,8,6,8,0,1.16,2212.0,,0 days 00:59:01.000000000,1.0,36.86666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:47:21,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,9,6,8,0,,,0.06,0 days 00:59:42.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:47:39,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,9,6,9,0,11.49,59.0,,0 days 01:00:00.000000000,1.0,0.9833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:48:13,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,9,7,9,0,,,0.05,0 days 01:00:34.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:48:32,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,10,7,9,0,,,0.0,0 days 01:00:53.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:48:38,1.12.0,FR1_4s_delay,3,3.86,1.0,1,Pellet,Left,10,7,10,0,0.49,59.0,,0 days 01:00:59.000000000,1.0,0.9833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:49:09,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,11,7,10,0,,,0.04,0 days 01:01:30.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:49:29,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,11,7,11,0,12.9,51.0,,0 days 01:01:50.000000000,1.0,0.85,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:50:43,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,11,8,11,0,,,0.1,0 days 01:03:04.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:50:56,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,12,8,11,0,,,0.06,0 days 01:03:17.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:51:01,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,12,8,12,0,0.3,92.0,,0 days 01:03:22.000000000,1.0,1.5333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:21:56,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,13,8,12,0,,,0.08,0 days 01:34:17.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:22:03,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,13,8,13,0,0.42,1862.0,,0 days 01:34:24.000000000,1.0,31.033333333333335,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:22:40,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,14,8,13,0,,,0.17,0 days 01:35:01.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:22:47,1.12.0,FR1_4s_delay,3,3.87,3.0,1,Pellet,Left,14,8,14,0,0.24,44.0,,0 days 01:35:08.000000000,1.0,0.7333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:29:08,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,15,8,14,0,,,0.22,0 days 01:41:29.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:29:15,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,15,8,15,0,1.53,387.0,,0 days 01:41:36.000000000,1.0,6.466666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:36:35,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,16,8,15,0,,,0.28,0 days 01:48:56.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:36:40,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,16,8,16,0,0.55,446.0,,0 days 01:49:01.000000000,1.0,7.416666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:37:25,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,17,8,16,0,,,0.09,0 days 01:49:46.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:37:30,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,17,8,17,0,0.42,50.0,,0 days 01:49:51.000000000,1.0,0.8333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:44:02,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,18,8,17,0,,,0.0,0 days 01:56:23.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:44:07,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,18,8,18,0,0.12,397.0,,0 days 01:56:28.000000000,1.0,6.616666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:52:10,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,19,8,18,0,,,0.16,0 days 02:04:31.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:52:40,1.12.0,FR1_4s_delay,3,3.87,3.0,1,Pellet,Left,19,8,19,0,21.06,513.0,,0 days 02:05:01.000000000,1.0,8.55,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:59:57,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,20,8,19,0,,,0.01,0 days 02:12:18.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:00:02,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,20,8,20,0,0.12,442.0,,0 days 02:12:23.000000000,1.0,7.366666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:00:39,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,21,8,20,0,,,0.0,0 days 02:13:00.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:00:55,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,21,8,21,0,9.77,53.0,,0 days 02:13:16.000000000,1.0,0.8833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:01:44,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,22,8,21,0,,,0.2,0 days 02:14:05.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:01:50,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,22,8,22,0,0.06,55.0,,0 days 02:14:11.000000000,1.0,0.9166666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:02:10,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,23,8,22,0,,,0.0,0 days 02:14:31.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:02:31,1.12.0,FR1_4s_delay,3,3.87,3.0,1,Pellet,Left,23,8,23,0,12.86,40.0,,0 days 02:14:52.000000000,1.0,0.6833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:04:36,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,23,9,23,0,,,0.97,0 days 02:16:57.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:17:58,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,24,9,23,0,,,0.06,0 days 02:30:19.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:18:30,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,24,9,24,0,26.8,960.0,,0 days 02:30:51.000000000,1.0,15.983333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:19:08,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,25,9,24,0,,,0.15,0 days 02:31:29.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:19:13,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,25,9,25,0,0.06,43.0,,0 days 02:31:34.000000000,1.0,0.7166666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:22:37,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,26,9,25,0,,,0.74,0 days 02:34:58.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:22:42,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,26,9,26,0,0.67,209.0,,0 days 02:35:03.000000000,1.0,3.4833333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:31:35,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,27,9,26,0,,,0.18,0 days 02:43:56.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:31:40,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,27,9,27,0,0.18,538.0,,0 days 02:44:01.000000000,1.0,8.966666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:33:16,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,27,10,27,0,,,0.08,0 days 02:45:37.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:33:38,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,28,10,27,0,,,0.35,0 days 02:45:59.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:33:43,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,28,10,28,0,0.18,123.0,,0 days 02:46:04.000000000,1.0,2.05,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:36:07,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,28,11,28,0,,,0.45,0 days 02:48:28.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:36:08,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,29,11,28,0,,,0.02,0 days 02:48:29.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:36:34,1.12.0,FR1_4s_delay,3,3.85,3.0,1,Pellet,Left,29,11,29,0,17.05,171.0,,0 days 02:48:55.000000000,1.0,2.85,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:40:19,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,30,11,29,0,,,0.31,0 days 02:52:40.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:40:24,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,30,11,30,0,0.06,230.0,,0 days 02:52:45.000000000,1.0,3.8333333333333335,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:47:34,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,30,12,30,0,,,0.46,0 days 02:59:55.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:51:29,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,31,12,30,0,,,0.24,0 days 03:03:50.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:51:37,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,31,13,30,0,,,0.08,0 days 03:03:58.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:51:38,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,31,13,31,0,4.95,674.0,,0 days 03:03:59.000000000,1.0,11.233333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:51:54,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,32,13,31,0,,,0.09,0 days 03:04:15.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:51:59,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,32,13,32,0,0.18,21.0,,0 days 03:04:20.000000000,1.0,0.35,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:55:57,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,33,13,32,0,,,0.05,0 days 03:08:18.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:56:41,1.12.0,FR1_4s_delay,3,3.87,3.0,1,Pellet,Left,33,13,33,0,34.67,282.0,,0 days 03:09:02.000000000,1.0,4.7,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:59:01,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,34,13,33,0,,,0.05,0 days 03:11:22.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:59:06,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,34,13,34,0,0.49,145.0,,0 days 03:11:27.000000000,1.0,2.4166666666666665,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:59:36,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,35,13,34,0,,,0.34,0 days 03:11:57.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:59:42,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,35,13,35,0,0.85,35.0,,0 days 03:12:03.000000000,1.0,0.6,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:05:48,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,36,13,35,0,,,0.24,0 days 03:18:09.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:05:56,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,37,13,35,0,,,0.11,0 days 03:18:17.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:05:58,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,38,13,35,0,,,0.34,0 days 03:18:19.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:05:59,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,38,13,36,0,6.32,378.0,,0 days 03:18:20.000000000,1.0,6.283333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:06:31,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,39,13,36,0,,,0.08,0 days 03:18:52.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:06:37,1.12.0,FR1_4s_delay,3,3.85,1.0,1,Pellet,Left,39,13,37,0,0.73,38.0,,0 days 03:18:58.000000000,1.0,0.6333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:14:30,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,39,14,37,0,,,0.41,0 days 03:26:51.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 22:14:46,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,40,14,37,0,,,0.12,0 days 03:27:07.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:14:51,1.12.0,FR1_4s_delay,3,3.86,1.0,1,Pellet,Left,40,14,38,0,0.18,494.0,,0 days 03:27:12.000000000,1.0,8.233333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:17:09,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,41,14,38,0,,,0.3,0 days 03:29:30.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:17:14,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,41,14,39,0,0.24,143.0,,0 days 03:29:35.000000000,1.0,2.3833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:17:36,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,42,14,39,0,,,0.09,0 days 03:29:57.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:17:42,1.12.0,FR1_4s_delay,3,3.87,1.0,1,Pellet,Left,42,14,40,0,0.61,27.0,,0 days 03:30:03.000000000,1.0,0.4666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:18:09,1.12.0,FR1_4s_delay,3,3.85,,1,Poke,Left,43,14,40,0,,,0.25,0 days 03:30:30.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:18:17,1.12.0,FR1_4s_delay,3,3.86,2.0,1,Pellet,Left,43,14,41,0,1.65,36.0,,0 days 03:30:38.000000000,1.0,0.5833333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:26:17,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,44,14,41,0,,,0.21,0 days 03:38:38.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:26:22,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,44,14,42,0,0.06,485.0,,0 days 03:38:43.000000000,1.0,8.083333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:33:14,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,45,14,42,0,,,0.2,0 days 03:45:35.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:33:44,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,45,14,43,0,22.98,442.0,,0 days 03:46:05.000000000,1.0,7.366666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:34:32,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,45,15,43,0,,,0.16,0 days 03:46:53.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 22:34:36,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,46,15,43,0,,,0.09,0 days 03:46:57.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:34:41,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,46,15,44,0,0.06,57.0,,0 days 03:47:02.000000000,1.0,0.95,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:35:20,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,47,15,44,0,,,0.06,0 days 03:47:41.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:35:25,1.12.0,FR1_4s_delay,3,3.86,1.0,1,Pellet,Left,47,15,45,0,0.18,44.0,,0 days 03:47:46.000000000,1.0,0.7333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:36:50,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,48,15,45,0,,,0.21,0 days 03:49:11.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:36:55,1.12.0,FR1_4s_delay,3,3.87,2.0,1,Pellet,Left,48,15,46,0,0.06,90.0,,0 days 03:49:16.000000000,1.0,1.5,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:37:22,1.12.0,FR1_4s_delay,3,3.86,,1,Poke,Left,49,15,46,0,,,0.28,0 days 03:49:43.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:37:27,1.12.0,FR1_4s_delay,3,3.86,1.0,1,Pellet,Left,49,15,47,0,0.3,32.0,,0 days 03:49:48.000000000,1.0,0.5333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:44:54,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,49,16,47,0,,,0.22,0 days 03:57:15.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 22:48:48,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,50,16,47,0,,,0.02,0 days 04:01:09.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 22:48:53,1.12.0,FR1_4s_delay,3,3.86,2.0,1,Pellet,Left,50,16,48,0,0.06,686.0,,0 days 04:01:14.000000000,1.0,11.433333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 22:49:23,1.12.0,FR1_4s_delay,3,3.87,,1,Poke,Left,51,16,48,0,,,0.34,0 days 04:01:44.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
