MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2022-05-24 19:08:05,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,1,0,0,0,,,0.54,0 days 00:00:00.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:41:29,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,2,0,0,0,,,0.31,0 days 00:33:24.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:41:47,1.12.0,FR1_4s_delay,8,3.97,3.0,1,Pellet,Left,2,0,1,0,,,,0 days 00:33:42.000000000,1.0,,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:42:12,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,3,0,1,0,,,0.31,0 days 00:34:07.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:45:54,1.12.0,FR1_4s_delay,8,3.97,2.0,1,Pellet,Left,3,0,2,0,,247.0,,0 days 00:37:49.000000000,1.0,4.116666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:01:45,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,4,0,2,0,,,0.3,0 days 00:53:40.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:01:52,1.12.0,FR1_4s_delay,8,3.97,3.0,1,Pellet,Left,4,0,3,0,0.06,958.0,,0 days 00:53:47.000000000,1.0,15.966666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:02:28,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,5,0,3,0,,,0.25,0 days 00:54:23.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:02:49,1.12.0,FR1_4s_delay,8,3.97,2.0,1,Pellet,Left,5,0,4,0,15.86,57.0,,0 days 00:54:44.000000000,1.0,0.95,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:03:27,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,6,0,4,0,,,0.24,0 days 00:55:22.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:03:54,1.12.0,FR1_4s_delay,8,3.97,4.0,1,Pellet,Left,6,0,5,0,16.29,65.0,,0 days 00:55:49.000000000,1.0,1.0833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:04:35,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,7,0,5,0,,,0.08,0 days 00:56:30.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:04:42,1.12.0,FR1_4s_delay,8,3.97,2.0,1,Pellet,Left,7,0,6,0,0.85,48.0,,0 days 00:56:37.000000000,1.0,0.8,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:13:02,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,8,0,6,0,,,0.28,0 days 01:04:57.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:13:07,1.12.0,FR1_4s_delay,8,3.97,1.0,1,Pellet,Left,8,0,7,0,0.3,505.0,,0 days 01:05:02.000000000,1.0,8.416666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:20:03,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,9,0,7,0,,,0.28,0 days 01:11:58.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:21:40,1.12.0,FR1_4s_delay,8,3.97,1.0,1,Pellet,Left,9,0,8,0,,512.0,,0 days 01:13:35.000000000,1.0,8.55,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:25:21,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,10,0,8,0,,,0.34,0 days 01:17:16.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:25:49,1.12.0,FR1_4s_delay,8,3.97,1.0,1,Pellet,Left,10,0,9,0,22.65,250.0,,0 days 01:17:44.000000000,1.0,4.15,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:31:29,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,11,0,9,0,,,0.35,0 days 01:23:24.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:41:50,1.12.0,FR1_4s_delay,8,3.96,2.0,1,Pellet,Left,11,0,10,0,,961.0,,0 days 01:33:45.000000000,1.0,16.016666666666666,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:41:56,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,12,0,10,0,,,0.62,0 days 01:33:51.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:48:52,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,13,0,10,0,,,0.37,0 days 01:40:47.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:48:54,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,14,0,10,0,,,0.24,0 days 01:40:49.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:55:44,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,14,1,10,0,,,0.45,0 days 01:47:39.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 20:55:45,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,14,2,10,0,,,0.44,0 days 01:47:40.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 20:55:48,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,14,3,10,0,,,0.3,0 days 01:47:43.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 20:55:57,1.12.0,FR1_4s_delay,8,3.97,1.0,1,Pellet,Left,14,3,11,0,,847.0,,0 days 01:47:52.000000000,1.0,14.116666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:01:54,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,15,3,11,0,,,0.02,0 days 01:53:49.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:03:52,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,16,3,11,0,,,0.11,0 days 01:55:47.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:04:06,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,17,3,11,0,,,0.06,0 days 01:56:01.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:04:08,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,18,3,11,0,,,0.27,0 days 01:56:03.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:04:11,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,19,3,11,0,,,0.54,0 days 01:56:06.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:04:13,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,20,3,11,0,,,0.41,0 days 01:56:08.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:04:19,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,21,3,11,0,,,0.24,0 days 01:56:14.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:06:46,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,21,4,11,0,,,0.67,0 days 01:58:41.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:14:59,1.12.0,FR1_4s_delay,8,3.96,2.0,1,Pellet,Left,21,4,12,0,,1142.0,,0 days 02:06:54.000000000,1.0,19.033333333333335,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:16:43,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,21,5,12,0,,,0.29,0 days 02:08:38.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:16:53,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,22,5,12,0,,,0.17,0 days 02:08:48.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:17:05,1.12.0,FR1_4s_delay,8,3.97,5.0,1,Pellet,Left,22,5,13,0,0.61,126.0,,0 days 02:09:00.000000000,1.0,2.1,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:22:25,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,22,6,13,0,,,0.35,0 days 02:14:20.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:22:27,1.12.0,FR1_4s_delay,8,3.97,,1,Poke,Left,22,7,13,0,,,0.38,0 days 02:14:22.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 21:22:32,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,23,7,13,0,,,0.24,0 days 02:14:27.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:22:43,1.12.0,FR1_4s_delay,8,3.96,2.0,1,Pellet,Left,23,7,14,0,6.14,338.0,,0 days 02:14:38.000000000,1.0,5.633333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:23:32,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,24,7,14,0,,,0.17,0 days 02:15:27.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 21:23:42,1.12.0,FR1_4s_delay,8,3.97,3.0,1,Pellet,Left,24,7,15,0,0.85,59.0,,0 days 02:15:37.000000000,1.0,0.9833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 21:24:47,1.12.0,FR1_4s_delay,8,3.96,,1,Poke,Left,25,7,15,0,,,0.15,0 days 02:16:42.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
