MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2022-05-24 18:45:53,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,0,1,0,0,,,0.28,0 days 00:00:00.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 18:47:13,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,0,2,0,0,,,0.32,0 days 00:01:20.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 18:48:14,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,0,3,0,0,,,0.07,0 days 00:02:21.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 18:51:09,1.12.0,FR1_4s_delay,2,3.77,,1,Poke,Left,1,3,0,0,,,0.27,0 days 00:05:16.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 18:51:16,1.12.0,FR1_4s_delay,2,3.78,3.0,1,Pellet,Left,1,3,1,0,0.06,,,0 days 00:05:23.000000000,1.0,,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:07:21,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,1,4,1,0,,,0.76,0 days 00:21:28.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:07:53,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,2,4,1,0,,,0.37,0 days 00:22:00.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:07:59,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,2,4,2,0,0.48,1003.0,,0 days 00:22:06.000000000,1.0,16.716666666666665,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:08:19,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,3,4,2,0,,,0.33,0 days 00:22:26.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:08:25,1.12.0,FR1_4s_delay,2,3.76,2.0,1,Pellet,Left,3,4,3,0,0.06,26.0,,0 days 00:22:32.000000000,1.0,0.43333333333333335,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:08:42,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,4,4,3,0,,,0.19,0 days 00:22:49.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:08:47,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,4,4,4,0,0.24,22.0,,0 days 00:22:54.000000000,1.0,0.36666666666666664,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:09:08,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,5,4,4,0,,,0.06,0 days 00:23:15.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:09:16,1.12.0,FR1_4s_delay,2,3.78,3.0,1,Pellet,Left,5,4,5,0,0.06,28.0,,0 days 00:23:23.000000000,1.0,0.48333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:09:45,1.12.0,FR1_4s_delay,2,3.77,,1,Poke,Left,6,4,5,0,,,0.06,0 days 00:23:52.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:09:50,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,6,4,6,0,0.06,35.0,,0 days 00:23:57.000000000,1.0,0.5666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:32:20,1.12.0,FR1_4s_delay,2,3.77,,1,Poke,Left,7,4,6,0,,,0.2,0 days 00:46:27.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:32:25,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,7,4,7,0,0.24,1355.0,,0 days 00:46:32.000000000,1.0,22.583333333333332,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:32:48,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,8,4,7,0,,,0.32,0 days 00:46:55.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:32:54,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,8,4,8,0,0.49,29.0,,0 days 00:47:01.000000000,1.0,0.48333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:33:23,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,9,4,8,0,,,0.05,0 days 00:47:30.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:33:28,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,9,4,9,0,0.06,34.0,,0 days 00:47:35.000000000,1.0,0.5666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:33:42,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,10,4,9,0,,,0.05,0 days 00:47:49.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:33:47,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,10,4,10,0,0.06,19.0,,0 days 00:47:54.000000000,1.0,0.31666666666666665,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:34:05,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,11,4,10,0,,,0.14,0 days 00:48:12.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:34:24,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,11,4,11,0,12.78,37.0,,0 days 00:48:31.000000000,1.0,0.6166666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:35:12,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,11,5,11,0,,,0.47,0 days 00:49:19.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 19:35:30,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,12,5,11,0,,,0.06,0 days 00:49:37.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:35:36,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,12,5,12,0,0.06,71.0,,0 days 00:49:43.000000000,1.0,1.2,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:49:29,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,13,5,12,0,,,0.48,0 days 01:03:36.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:49:34,1.12.0,FR1_4s_delay,2,3.77,1.0,1,Pellet,Left,13,5,13,0,0.49,839.0,,0 days 01:03:41.000000000,1.0,13.966666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:50:28,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,14,5,13,0,,,0.45,0 days 01:04:35.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:50:48,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,14,5,14,0,12.85,74.0,,0 days 01:04:55.000000000,1.0,1.2333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:51:17,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,15,5,14,0,,,0.19,0 days 01:05:24.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:51:35,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,15,5,15,0,10.81,46.0,,0 days 01:05:42.000000000,1.0,0.7833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:52:08,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,16,5,15,0,,,0.11,0 days 01:06:15.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:52:27,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,16,5,16,0,11.37,52.0,,0 days 01:06:34.000000000,1.0,0.8666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:53:01,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,17,5,16,0,,,0.24,0 days 01:07:08.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 19:54:00,1.12.0,FR1_4s_delay,2,3.78,4.0,1,Pellet,Left,17,5,17,0,49.52,94.0,,0 days 01:08:07.000000000,1.0,1.55,0.0,0.0,,0,FR1_4s_delay
2022-05-24 19:57:10,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,17,6,17,0,,,0.45,0 days 01:11:17.000000000,0.0,,0.0,1.0,0.0,0,FR1_4s_delay
2022-05-24 20:07:31,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,18,6,17,0,,,0.56,0 days 01:21:38.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:07:37,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,18,6,18,0,0.06,816.0,,0 days 01:21:44.000000000,1.0,13.616666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:08:17,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,19,6,18,0,,,0.34,0 days 01:22:24.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:08:24,1.12.0,FR1_4s_delay,2,3.78,3.0,1,Pellet,Left,19,6,19,0,0.06,48.0,,0 days 01:22:31.000000000,1.0,0.7833333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:08:54,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,20,6,19,0,,,0.1,0 days 01:23:01.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:08:59,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,20,6,20,0,0.06,34.0,,0 days 01:23:06.000000000,1.0,0.5833333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:09:32,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,21,6,20,0,,,0.06,0 days 01:23:39.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:09:37,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,21,6,21,0,0.06,39.0,,0 days 01:23:44.000000000,1.0,0.6333333333333333,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:24:30,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,22,6,21,0,,,0.0,0 days 01:38:37.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:24:35,1.12.0,FR1_4s_delay,2,3.78,1.0,1,Pellet,Left,22,6,22,0,0.42,898.0,,0 days 01:38:42.000000000,1.0,14.966666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:24:59,1.12.0,FR1_4s_delay,2,3.77,,1,Poke,Left,23,6,22,0,,,0.19,0 days 01:39:06.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:25:04,1.12.0,FR1_4s_delay,2,3.77,2.0,1,Pellet,Left,23,6,23,0,0.06,29.0,,0 days 01:39:11.000000000,1.0,0.48333333333333334,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:25:22,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,24,6,23,0,,,0.14,0 days 01:39:29.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:25:38,1.12.0,FR1_4s_delay,2,3.78,2.0,1,Pellet,Left,24,6,24,0,9.29,34.0,,0 days 01:39:45.000000000,1.0,0.5666666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:26:40,1.12.0,FR1_4s_delay,2,3.77,,1,Poke,Left,25,6,24,0,,,0.44,0 days 01:40:47.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
2022-05-24 20:26:45,1.12.0,FR1_4s_delay,2,3.77,1.0,1,Pellet,Left,25,6,25,0,0.24,67.0,,0 days 01:40:52.000000000,1.0,1.1166666666666667,0.0,0.0,,0,FR1_4s_delay
2022-05-24 20:27:10,1.12.0,FR1_4s_delay,2,3.78,,1,Poke,Left,26,6,25,0,,,0.06,0 days 01:41:17.000000000,0.0,,1.0,0.0,1.0,0,FR1_4s_delay
