MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#
2022-05-24 19:03:58,1.12.0,FR1_4s_delay,6,3.93,,1,Poke,Left,0,1,0,0,,,0.96,0 days 00:00:00.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 19:04:44,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,0,2,0,0,,,0.29,0 days 00:00:46.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 19:04:48,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,1,2,0,0,,,0.4,0 days 00:00:50.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 19:04:55,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,1,2,1,0,0.79,,,0 days 00:00:57.000000000,1.0,,0.0,0.0,,0
2022-05-24 19:05:23,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,2,2,1,0,,,0.62,0 days 00:01:25.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 19:05:45,1.12.0,FR1_4s_delay,6,3.93,1.0,1,Pellet,Left,2,2,2,0,17.22,50.0,,0 days 00:01:47.000000000,1.0,0.8333333333333334,0.0,0.0,,0
2022-05-24 19:06:17,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,3,2,2,0,,,0.0,0 days 00:02:19.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 19:06:48,1.12.0,FR1_4s_delay,6,3.93,1.0,1,Pellet,Left,3,2,3,0,26.67,63.0,,0 days 00:02:50.000000000,1.0,1.05,0.0,0.0,,0
2022-05-24 19:07:10,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,4,2,3,0,,,0.34,0 days 00:03:12.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 19:07:15,1.12.0,FR1_4s_delay,6,3.93,2.0,1,Pellet,Left,4,2,4,0,0.06,27.0,,0 days 00:03:17.000000000,1.0,0.45,0.0,0.0,,0
2022-05-24 20:09:21,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,5,2,4,0,,,0.09,0 days 01:05:23.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:09:26,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,5,2,5,0,0.3,3731.0,,0 days 01:05:28.000000000,1.0,62.18333333333333,0.0,0.0,,0
2022-05-24 20:09:57,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,6,2,5,0,,,0.02,0 days 01:05:59.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:10:17,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,6,2,6,0,15.32,51.0,,0 days 01:06:19.000000000,1.0,0.85,0.0,0.0,,0
2022-05-24 20:10:50,1.12.0,FR1_4s_delay,6,3.93,,1,Poke,Left,7,2,6,0,,,0.2,0 days 01:06:52.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:11:19,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,7,2,7,0,24.5,62.0,,0 days 01:07:21.000000000,1.0,1.0333333333333334,0.0,0.0,,0
2022-05-24 20:11:43,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,8,2,7,0,,,0.24,0 days 01:07:45.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:12:05,1.12.0,FR1_4s_delay,6,3.92,3.0,1,Pellet,Left,8,2,8,0,12.41,46.0,,0 days 01:08:07.000000000,1.0,0.7666666666666667,0.0,0.0,,0
2022-05-24 20:12:41,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,9,2,8,0,,,0.09,0 days 01:08:43.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:12:46,1.12.0,FR1_4s_delay,6,3.92,2.0,1,Pellet,Left,9,2,9,0,0.06,41.0,,0 days 01:08:48.000000000,1.0,0.6833333333333333,0.0,0.0,,0
2022-05-24 20:13:17,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,9,3,9,0,,,0.49,0 days 01:09:19.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 20:13:25,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,9,4,9,0,,,0.71,0 days 01:09:27.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 20:13:28,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,10,4,9,0,,,0.45,0 days 01:09:30.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:13:33,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,10,4,10,0,0.06,47.0,,0 days 01:09:35.000000000,1.0,0.7833333333333333,0.0,0.0,,0
2022-05-24 20:15:02,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,10,5,10,0,,,0.02,0 days 01:11:04.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 20:42:50,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,11,5,10,0,,,0.03,0 days 01:38:52.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:42:55,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,11,5,11,0,0.3,1762.0,,0 days 01:38:57.000000000,1.0,29.366666666666667,0.0,0.0,,0
2022-05-24 20:43:22,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,12,5,11,0,,,0.3,0 days 01:39:24.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:43:27,1.12.0,FR1_4s_delay,6,3.92,2.0,1,Pellet,Left,12,5,12,0,0.06,32.0,,0 days 01:39:29.000000000,1.0,0.5333333333333333,0.0,0.0,,0
2022-05-24 20:43:53,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,13,5,12,0,,,0.31,0 days 01:39:55.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:43:58,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,13,5,13,0,0.12,30.0,,0 days 01:40:00.000000000,1.0,0.5166666666666667,0.0,0.0,,0
2022-05-24 20:44:21,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,14,5,13,0,,,0.26,0 days 01:40:23.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 20:44:26,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,14,5,14,0,0.18,29.0,,0 days 01:40:28.000000000,1.0,0.4666666666666667,0.0,0.0,,0
2022-05-24 21:03:45,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,15,5,14,0,,,0.0,0 days 01:59:47.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:03:50,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,15,5,15,0,0.48,1164.0,,0 days 01:59:52.000000000,1.0,19.4,0.0,0.0,,0
2022-05-24 21:04:33,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,16,5,15,0,,,0.02,0 days 02:00:35.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:04:38,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,16,5,16,0,0.3,48.0,,0 days 02:00:40.000000000,1.0,0.8,0.0,0.0,,0
2022-05-24 21:05:12,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,17,5,16,0,,,0.14,0 days 02:01:14.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:05:36,1.12.0,FR1_4s_delay,6,3.92,3.0,1,Pellet,Left,17,5,17,0,14.39,58.0,,0 days 02:01:38.000000000,1.0,0.9666666666666667,0.0,0.0,,0
2022-05-24 21:19:56,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,18,5,17,0,,,0.85,0 days 02:15:58.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:20:02,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,18,5,18,0,0.91,866.0,,0 days 02:16:04.000000000,1.0,14.433333333333334,0.0,0.0,,0
2022-05-24 21:20:41,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,18,6,18,0,,,0.08,0 days 02:16:43.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 21:21:03,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,18,7,18,0,,,0.01,0 days 02:17:05.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 21:21:11,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,18,8,18,0,,,0.69,0 days 02:17:13.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 21:36:06,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,19,8,18,0,,,0.22,0 days 02:32:08.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:36:11,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,19,8,19,0,0.18,969.0,,0 days 02:32:13.000000000,1.0,16.15,0.0,0.0,,0
2022-05-24 21:36:37,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,20,8,19,0,,,0.52,0 days 02:32:39.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:36:42,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,20,8,20,0,0.12,31.0,,0 days 02:32:44.000000000,1.0,0.5166666666666667,0.0,0.0,,0
2022-05-24 21:37:14,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,21,8,20,0,,,0.41,0 days 02:33:16.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:37:19,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,21,8,21,0,0.24,37.0,,0 days 02:33:21.000000000,1.0,0.6166666666666667,0.0,0.0,,0
2022-05-24 21:37:39,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,22,8,21,0,,,0.11,0 days 02:33:41.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:37:44,1.12.0,FR1_4s_delay,6,3.92,2.0,1,Pellet,Left,22,8,22,0,0.06,25.0,,0 days 02:33:46.000000000,1.0,0.4166666666666667,0.0,0.0,,0
2022-05-24 21:38:19,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,23,8,22,0,,,0.44,0 days 02:34:21.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:38:24,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,23,8,23,0,0.18,40.0,,0 days 02:34:26.000000000,1.0,0.6666666666666666,0.0,0.0,,0
2022-05-24 21:39:08,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,23,9,23,0,,,0.24,0 days 02:35:10.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 21:41:40,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,23,10,23,0,,,0.11,0 days 02:37:42.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 21:51:22,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,24,10,23,0,,,0.0,0 days 02:47:24.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:51:38,1.12.0,FR1_4s_delay,6,3.91,6.0,1,Pellet,Left,24,10,24,0,0.49,794.0,,0 days 02:47:40.000000000,1.0,13.233333333333333,0.0,0.0,,0
2022-05-24 21:52:09,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,25,10,24,0,,,0.31,0 days 02:48:11.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:52:15,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,25,10,25,0,0.79,37.0,,0 days 02:48:17.000000000,1.0,0.6166666666666667,0.0,0.0,,0
2022-05-24 21:58:30,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,26,10,25,0,,,0.57,0 days 02:54:32.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 21:58:35,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,26,10,26,0,0.42,380.0,,0 days 02:54:37.000000000,1.0,6.333333333333333,0.0,0.0,,0
2022-05-24 22:04:17,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,27,10,26,0,,,0.07,0 days 03:00:19.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:04:23,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,27,10,27,0,0.42,348.0,,0 days 03:00:25.000000000,1.0,5.8,0.0,0.0,,0
2022-05-24 22:04:50,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,27,11,27,0,,,0.49,0 days 03:00:52.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:04:56,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,28,11,27,0,,,0.37,0 days 03:00:58.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:05:01,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,28,11,28,0,0.36,38.0,,0 days 03:01:03.000000000,1.0,0.6333333333333333,0.0,0.0,,0
2022-05-24 22:09:33,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,28,12,28,0,,,0.03,0 days 03:05:35.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:09:33,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,28,13,28,0,,,0.01,0 days 03:05:35.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:09:48,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,29,13,28,0,,,0.11,0 days 03:05:50.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:09:54,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,29,13,29,0,0.85,293.0,,0 days 03:05:56.000000000,1.0,4.883333333333334,0.0,0.0,,0
2022-05-24 22:12:32,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,29,14,29,0,,,0.77,0 days 03:08:34.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:15:38,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,30,14,29,0,,,0.13,0 days 03:11:40.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:15:45,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,30,14,30,0,0.36,351.0,,0 days 03:11:47.000000000,1.0,5.85,0.0,0.0,,0
2022-05-24 22:16:15,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,31,14,30,0,,,0.55,0 days 03:12:17.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:16:36,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,31,14,31,0,16.3,51.0,,0 days 03:12:38.000000000,1.0,0.85,0.0,0.0,,0
2022-05-24 22:17:22,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,31,15,31,0,,,0.33,0 days 03:13:24.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:17:55,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,32,15,31,0,,,0.14,0 days 03:13:57.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:18:00,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,32,15,32,0,0.12,84.0,,0 days 03:14:02.000000000,1.0,1.4,0.0,0.0,,0
2022-05-24 22:27:26,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,33,15,32,0,,,0.14,0 days 03:23:28.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:27:31,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,33,15,33,0,0.12,571.0,,0 days 03:23:33.000000000,1.0,9.516666666666667,0.0,0.0,,0
2022-05-24 22:27:56,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,34,15,33,0,,,0.05,0 days 03:23:58.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:28:01,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,34,15,34,0,0.18,30.0,,0 days 03:24:03.000000000,1.0,0.5,0.0,0.0,,0
2022-05-24 22:28:43,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,35,15,34,0,,,0.31,0 days 03:24:45.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:28:50,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,35,15,35,0,0.79,49.0,,0 days 03:24:52.000000000,1.0,0.8166666666666667,0.0,0.0,,0
2022-05-24 22:30:07,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,36,15,35,0,,,0.7,0 days 03:26:09.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:30:12,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,36,15,36,0,0.36,82.0,,0 days 03:26:14.000000000,1.0,1.3666666666666667,0.0,0.0,,0
2022-05-24 22:30:40,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,37,15,36,0,,,0.29,0 days 03:26:42.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:30:45,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,37,15,37,0,0.36,33.0,,0 days 03:26:47.000000000,1.0,0.55,0.0,0.0,,0
2022-05-24 22:31:14,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,37,16,37,0,,,0.69,0 days 03:27:16.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:15,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,37,17,37,0,,,0.08,0 days 03:27:17.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:15,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,37,18,37,0,,,0.08,0 days 03:27:17.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:17,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,37,19,37,0,,,0.01,0 days 03:27:19.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:18,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,37,20,37,0,,,0.31,0 days 03:27:20.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:20,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,37,21,37,0,,,0.92,0 days 03:27:22.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:23,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,37,22,37,0,,,0.55,0 days 03:27:25.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:31:26,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,38,22,37,0,,,0.08,0 days 03:27:28.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:31:50,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,38,22,38,0,16.88,65.0,,0 days 03:27:52.000000000,1.0,1.0833333333333333,0.0,0.0,,0
2022-05-24 22:32:31,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,39,22,38,0,,,0.26,0 days 03:28:33.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:32:54,1.12.0,FR1_4s_delay,6,3.92,2.0,1,Pellet,Left,39,22,39,0,16.64,64.0,,0 days 03:28:56.000000000,1.0,1.0666666666666667,0.0,0.0,,0
2022-05-24 22:33:19,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,40,22,39,0,,,0.59,0 days 03:29:21.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:33:24,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,40,22,40,0,0.3,30.0,,0 days 03:29:26.000000000,1.0,0.5,0.0,0.0,,0
2022-05-24 22:41:45,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,40,23,40,0,,,0.13,0 days 03:37:47.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 22:46:53,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,41,23,40,0,,,0.04,0 days 03:42:55.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:47:05,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,42,23,40,0,,,0.68,0 days 03:43:07.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:47:08,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,42,23,41,0,10.42,824.0,,0 days 03:43:10.000000000,1.0,13.733333333333333,0.0,0.0,,0
2022-05-24 22:52:06,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,43,23,41,0,,,0.31,0 days 03:48:08.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:52:12,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,43,23,42,0,1.04,304.0,,0 days 03:48:14.000000000,1.0,5.066666666666666,0.0,0.0,,0
2022-05-24 22:54:05,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,44,23,42,0,,,0.71,0 days 03:50:07.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 22:54:11,1.12.0,FR1_4s_delay,6,3.92,1.0,1,Pellet,Left,44,23,43,0,0.73,119.0,,0 days 03:50:13.000000000,1.0,1.9833333333333334,0.0,0.0,,0
2022-05-24 23:07:13,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,44,24,43,0,,,0.13,0 days 04:03:15.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 23:09:02,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,45,24,43,0,,,0.08,0 days 04:05:04.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:09:07,1.12.0,FR1_4s_delay,6,3.9,1.0,1,Pellet,Left,45,24,44,0,0.55,896.0,,0 days 04:05:09.000000000,1.0,14.933333333333334,0.0,0.0,,0
2022-05-24 23:10:49,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,45,25,44,0,,,0.0,0 days 04:06:51.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 23:12:20,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,45,26,44,0,,,0.02,0 days 04:08:22.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 23:12:24,1.12.0,FR1_4s_delay,6,3.92,,1,Poke,Left,46,26,44,0,,,0.34,0 days 04:08:26.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:12:30,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,46,26,45,0,0.42,203.0,,0 days 04:08:32.000000000,1.0,3.3833333333333333,0.0,0.0,,0
2022-05-24 23:13:40,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,47,26,45,0,,,0.15,0 days 04:09:42.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:13:47,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,47,26,46,0,0.79,77.0,,0 days 04:09:49.000000000,1.0,1.2833333333333334,0.0,0.0,,0
2022-05-24 23:14:12,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,48,26,46,0,,,0.5,0 days 04:10:14.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:14:17,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,48,26,47,0,0.61,30.0,,0 days 04:10:19.000000000,1.0,0.5,0.0,0.0,,0
2022-05-24 23:16:48,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,49,26,47,0,,,0.64,0 days 04:12:50.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:16:54,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,49,26,48,0,0.49,157.0,,0 days 04:12:56.000000000,1.0,2.6166666666666667,0.0,0.0,,0
2022-05-24 23:17:19,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,50,26,48,0,,,0.25,0 days 04:13:21.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:17:24,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,50,26,49,0,0.36,30.0,,0 days 04:13:26.000000000,1.0,0.5,0.0,0.0,,0
2022-05-24 23:37:23,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,50,27,49,0,,,0.05,0 days 04:33:25.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 23:49:34,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,50,28,49,0,,,0.17,0 days 04:45:36.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 23:49:57,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,51,28,49,0,,,0.61,0 days 04:45:59.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:50:06,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,51,28,50,0,4.48,1962.0,,0 days 04:46:08.000000000,1.0,32.7,0.0,0.0,,0
2022-05-24 23:50:35,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,52,28,50,0,,,0.47,0 days 04:46:37.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:50:40,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,52,28,51,0,0.3,34.0,,0 days 04:46:42.000000000,1.0,0.5666666666666667,0.0,0.0,,0
2022-05-24 23:51:16,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,53,28,51,0,,,0.07,0 days 04:47:18.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:51:23,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,53,28,52,0,1.84,43.0,,0 days 04:47:25.000000000,1.0,0.7166666666666667,0.0,0.0,,0
2022-05-24 23:52:19,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,54,28,52,0,,,0.02,0 days 04:48:21.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:52:25,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,54,28,53,0,1.1,62.0,,0 days 04:48:27.000000000,1.0,1.0333333333333334,0.0,0.0,,0
2022-05-24 23:55:34,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,55,28,53,0,,,0.51,0 days 04:51:36.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:55:40,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,55,28,54,0,1.41,195.0,,0 days 04:51:42.000000000,1.0,3.25,0.0,0.0,,0
2022-05-24 23:58:14,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,55,29,54,0,,,0.4,0 days 04:54:16.000000000,0.0,,0.0,1.0,0.0,0
2022-05-24 23:58:18,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,56,29,54,0,,,0.34,0 days 04:54:20.000000000,0.0,,1.0,0.0,1.0,0
2022-05-24 23:58:25,1.12.0,FR1_4s_delay,6,3.91,1.0,1,Pellet,Left,56,29,55,0,1.9,165.0,,0 days 04:54:27.000000000,1.0,2.75,0.0,0.0,,0
2022-05-25 00:29:36,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,57,29,55,0,,,0.23,0 days 05:25:38.000000000,0.0,,1.0,0.0,1.0,0
2022-05-25 00:29:44,1.12.0,FR1_4s_delay,6,3.91,2.0,1,Pellet,Left,57,29,56,0,1.04,1879.0,,0 days 05:25:46.000000000,1.0,31.316666666666666,0.0,0.0,,0
2022-05-25 00:30:18,1.12.0,FR1_4s_delay,6,3.91,,1,Poke,Left,58,29,56,0,,,0.51,0 days 05:26:20.000000000,0.0,,1.0,0.0,1.0,0
