MM:DD:YYYY hh:mm:ss,LibaryVersion,Sessiontype,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
1/29/2021 16:10:55,1.1.4,ProRat2,7,4.19,0,1,Right,Left,0,1,0,0,nan,0.06
1/29/2021 16:10:56,1.1.4,ProRat2,7,4.19,0,1,Right,Left,0,2,0,0,nan,0.06
1/29/2021 16:27:34,1.1.4,ProRat2,7,4.19,0,1,Left,Left,1,2,0,0,nan,0.02
1/29/2021 16:27:38,1.1.4,ProRat2,7,4.19,0,1,Pellet,Left,1,2,1,1,0.37,nan
1/29/2021 16:29:57,1.1.4,ProRat2,7,4.19,0,1,Right,Left,1,3,1,1,nan,0.20
1/29/2021 16:30:00,1.1.4,ProRat2,7,4.19,0,1,Left,Left,2,3,1,1,nan,0.07
1/29/2021 16:30:02,1.1.4,ProRat2,7,4.19,0,1,Pellet,Left,2,3,2,2,0.31,nan
1/29/2021 16:33:16,1.1.4,ProRat2,7,4.19,0,2,Left,Left,3,3,2,2,nan,0.15
1/29/2021 16:33:52,1.1.4,ProRat2,7,4.19,0,2,Left,Left,4,3,2,2,nan,0.34
1/29/2021 16:33:54,1.1.4,ProRat2,7,4.19,0,2,Pellet,Left,4,3,3,3,0.49,nan
1/29/2021 16:39:50,1.1.4,ProRat2,7,4.19,0,2,Left,Left,5,3,3,3,nan,0.05
1/29/2021 16:39:51,1.1.4,ProRat2,7,4.19,0,2,Left,Left,6,3,3,3,nan,0.31
1/29/2021 16:39:53,1.1.4,ProRat2,7,4.19,0,2,Pellet,Left,6,3,4,4,0.37,nan
1/29/2021 16:40:20,1.1.4,ProRat2,7,4.19,0,3,Left,Left,7,3,4,4,nan,0.11
1/29/2021 16:41:37,1.1.4,ProRat2,7,4.19,0,3,Left,Left,8,3,4,4,nan,0.00
1/29/2021 16:41:38,1.1.4,ProRat2,7,4.19,0,3,Left,Left,9,3,4,4,nan,0.22
1/29/2021 16:41:40,1.1.4,ProRat2,7,4.19,0,3,Pellet,Left,9,3,5,5,0.37,nan
1/29/2021 16:42:34,1.1.4,ProRat2,7,4.19,0,4,Left,Left,10,3,5,5,nan,0.05
1/29/2021 16:48:05,1.1.4,ProRat2,7,4.19,0,4,Right,Left,10,4,5,5,nan,0.26
1/29/2021 16:51:25,1.1.4,ProRat2,7,4.19,0,4,Left,Left,11,4,5,5,nan,0.84
1/29/2021 16:51:26,1.1.4,ProRat2,7,4.19,0,4,Left,Left,12,4,5,5,nan,0.30
1/29/2021 16:51:29,1.1.4,ProRat2,7,4.19,0,4,Left,Left,13,4,5,5,nan,0.00
1/29/2021 16:51:31,1.1.4,ProRat2,7,4.19,0,4,Pellet,Left,13,4,6,6,0.49,nan
1/29/2021 16:52:47,1.1.4,ProRat2,7,4.19,0,5,Left,Left,14,4,6,6,nan,0.04
1/29/2021 16:59:44,1.1.4,ProRat2,7,4.19,0,5,Left,Left,15,4,6,6,nan,0.00
1/29/2021 16:59:45,1.1.4,ProRat2,7,4.19,0,5,Left,Left,16,4,6,6,nan,0.43
1/29/2021 16:59:46,1.1.4,ProRat2,7,4.19,0,5,Left,Left,17,4,6,6,nan,0.00
1/29/2021 16:59:51,1.1.4,ProRat2,7,4.19,0,5,Left,Left,18,4,6,6,nan,0.35
1/29/2021 16:59:53,1.1.4,ProRat2,7,4.19,0,5,Pellet,Left,18,4,7,7,0.24,nan
1/29/2021 17:01:59,1.1.4,ProRat2,7,4.19,0,6,Left,Left,19,4,7,7,nan,0.49
1/29/2021 17:05:35,1.1.4,ProRat2,7,4.19,0,6,Left,Left,20,4,7,7,nan,0.06
1/29/2021 17:16:11,1.1.4,ProRat2,7,4.19,0,6,Left,Left,21,4,7,7,nan,0.48
1/29/2021 17:16:14,1.1.4,ProRat2,7,4.19,0,6,Left,Left,22,4,7,7,nan,0.01
1/29/2021 17:21:12,1.1.4,ProRat2,7,4.19,0,6,Left,Left,23,4,7,7,nan,0.37
1/29/2021 17:21:13,1.1.4,ProRat2,7,4.19,0,6,Left,Left,24,4,7,7,nan,0.00
1/29/2021 17:21:15,1.1.4,ProRat2,7,4.19,0,6,Pellet,Left,24,4,8,8,0.49,nan
